MOC2_Control,,MOC2_TIL_1:1,
X,Y,X,Y
0.7206789218471172,0.057100928189962374,1.2792545789060767,0.08464848320822149
2.5290090668707386,0.07533947910795824,2.8583017404747686,0.04813095894178865
4.335699121478683,0.1926394911329563,5.715473640885406,0.27494817413944794
6.141420031750091,0.36847582108482513,7.619372599926283,0.47945104807045347
7.94691729332845,0.5578205320967395,9.587939578561734,0.7504193315924894
9.752787302728553,0.7246512746752423,11.393424415212703,0.9405145082188486
11.558638674737573,0.8926077156754157,13.198381192449531,1.162504473459208
13.364285035444627,1.0729468393139658,15.016346092107305,1.4263900513709906
15.169577285721026,1.274674232964255,16.76367393351056,1.6533056719935892
16.975093184690472,1.4628932455545005,18.52450233862372,1.8923734514350272
18.78126139234798,1.6117128133862746,20.293943496322534,2.107782698839962
20.5872432260946,1.7717893654347545,22.09522010564237,2.3610733739063683
22.392479564197743,1.9768938543500578,23.77928597126168,2.627579971136117
24.197529528390007,2.1932553274820634,25.172651142497678,2.8821167319302923
26.00278450388423,2.397234117975695,26.63019363744577,3.122412106031276
27.807666731556708,2.6237268769027358,28.78202953759869,3.358420288518981
29.61271669574898,2.840088350034743,30.44829483781745,3.445060194714771
31.417207538208622,3.0902207758168663,32.3822059870988,3.3974179111256078
33.1392819735413,3.3527869506889454,34.246832928569255,3.300210593260325
34.86141604852545,3.6117508906116766,36.02112770893023,3.0824079814730876
36.66764016835621,3.7571933631784393,37.834117201725675,2.819221926973447
38.47556029077592,3.800197279373185,39.6461002754024,2.6168235872440144
40.28424454623019,3.797047560279437,41.456666907356485,2.4999783275615446
42.093618385154706,3.752246999583882,43.26581709758795,2.468686147926035
43.90260083886638,3.7310861057434055,45.073289922621555,2.5387068262408716
45.711900128226546,3.6907883387345315,46.87878718419992,2.728051537252787
47.5211994175867,3.6504905717256557,48.43655391377253,2.983768657274207
49.32930591391727,3.6822375037036963,49.74721679361468,3.268006576876462
51.13629416678262,3.7815263409819675,50.968199160724126,3.5896371207076525
52.9411763944551,4.008019099909009,51.957396487444555,3.842118586794453
54.58132065148604,4.253650802825682,52.92039937910049,4.13191634456876
55.9744350906456,4.523331781037109,53.58859017882229,4.352502386200833
57.20303121413001,4.798884543268479,54.351278445801185,4.591549779886402
58.34922011605876,5.08631624608198,55.58455484714342,4.899684695464964
59.49532115600097,5.379054812883358,56.402618279063944,5.143825821258902
60.64145148327201,5.670024425022109,57.28647081402768,5.434009556740142
61.8701501124074,5.939385845934291,58.0912280362067,5.772486145008765
63.26309370881533,6.219385726344365,59.1552952680361,6.054549480443803
64.90313856642715,6.471021154176614,60.38351065624545,6.353098653289299
66.7090831253916,6.633349103068435,61.94100481397341,6.625279112727651
68.51623911477672,6.722506654551672,63.74609205294783,6.839389189016317
70.32440152328057,6.7508764912647,65.5528939319023,6.949935010511293
72.13276894308635,6.766863645339352,67.36027356998048,7.025584180934484
73.94141592375847,6.765965323088945,69.16815641761801,7.070839493972571
75.74972743139101,6.78532957242861,70.97769053810586,7.016357926850647
77.55783392772159,6.817076504406649,72.7891281574701,6.84690502759544
79.20146958934954,6.851827369663709,74.59973827667008,6.7274331382624055
,,76.40919101388351,6.67786712091511
,,78.21772244273087,6.683948128879061
,,79.53362662288156,6.65161150984702
